length
15000
10000
15000
15000
15000
15000
10000
12000
15000
15000
12500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
10000
15000
10000
10000
10000
10000
9500
10000
17000
10000
10000
10000
10000
11000
10000
10000
15000
15000
15000
15000
7500
10000
15000
15000
15000
15000
15000
15000
10000
10000
15000
12000
15000
15000
15000
15000
10000
10000
10000
15000
15000
15000
15000
11000
12500
10000
15000
15000
15000
15000
15000
15000
15000
15000
10000
15000
15000
10000
10000
10000
15000
10000
10000
9000
15000
8000
10000
10000
10000
10000
10000
15000
15000
15000
15000
11500
15000
15000
15000
15000
10000
10000
15000
15000
15000
10000
15000
15000
15000
15000
15000
10000
15000
15000
15000
15000
10000
10000
15000
10000
10000
15000
10000
10000
10000
10000
15000
15000
15000
15000
15000
10500
15000
15000
15000
15000
10000
10000
15000
10000
14500
15000
15000
15000
15000
10000
10000
10000
10000
15000
10000
10000
15000
13000
15000
15000
15000
15000
15000
15000
10000
15000
9500
15000
15000
10500
15000
10000
15000
15000
15000
15000
15000
15000
10500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
13000
6000
10500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
12000
10000
10000
10000
15000
15000
10000
15000
15000
15000
10000
15000
15000
15000
10000
15000
15000
15000
9500
15000
10000
8500
15000
15000
15000
10000
10000
10000
8000
10500
15000
15000
15000
15000
15000
15000
15000
15000
10000
15000
10000
15000
15000
15000
15000
10000
15000
12500
15000
15000
15000
15000
10500
10000
15000
15000
10000
8500
10000
15000
15000
15000
15000
15000
15000
10000
15000
10000
7500
15000
15000
15000
15000
15000
15000
10000
15000
15000
15000
15000
15000
15000
15000
15000
15000
9000
15000
15000
15000
15000
15000
15000
15000
15000
15000
16500
15000
15000
15000
15000
15000
15000
15000
12500
15000
15000
15000
15000
15000
10000
10000
15000
10000
10000
10000
15000
15000
10000
15000
15000
15000
6500
15000
15000
10500
15000
13000
15000
15000
15000
15000
15000
15000
11000
15000
10000
15000
15000
10000
10000
8000
15000
10000
15000
15000
10000
10000
10000
15000
15000
15000
15000
10000
15000
7500
10000
7500
15000
15000
15000
10000
15000
15000
15000
15000
10000
10000
15000
15000
15000
10000
10000
15000
15000
15000
9000
8500
15000
15000
15000
15000
7500
15000
15000
15000
15000
15000
15000
15000
13000
15000
15000
10000
6000
15000
12000
15000
10500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
13000
10000
12500
15000
15000
11500
10500
7000
10000
7500
15000
15000
13000
15000
15000
15000
15000
15000
15000
7500
15000
15000
10000
15000
10000
15000
15000
11000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
14000
15000
15000
15000
15000
14000
15000
15000
15000
15000
13000
15000
11500
15000
15000
15000
15000
13000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
10000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
12500
11000
15000
15000
12000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
12500
15000
15000
15000
15000
10000
13500
10000
15000
15000
15000
15000
15000
15000
15000
15000
15000
10500
15000
15000
15000
15000
15000
15000
15000
15000
15000
12500
15000
15000
15000
15000
15000
15000
15000
15000
11500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
10000
6500
15000
13000
10000
15000
15000
15000
15000
15000
15000
10500
15000
10000
10500
15500
15000
15000
15000
15000
15000
15000
15000
15000
15000
10000
15000
12500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
12500
15000
10000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
7500
15000
15000
15000
15000
15000
15000
15000
15000
15000
7000
15000
15000
14500
15000
15000
15000
15000
15000
15000
15000
13000
15000
15000
15000
10500
15000
15000
15000
15000
10000
12500
15000
15000
15000
15000
15000
15000
15000
15000
12500
15000
15000
15000
15000
15000
12500
9500
15000
15000
15000
15000
10000
15000
15000
12000
15000
15000
15000
15000
13500
10000
15000
15000
15000
15000
15000
15000
15000
11000
15000
10000
15000
7500
15000
15000
15000
10000
9000
15000
15000
15000
15000
15000
10000
15000
10500
12500
16000
15000
15000
15000
15000
15000
15000
11500
11500
15000
15000
15000
15000
15000
15000
12000
15000
15000
15000
8500
15000
15000
15000
15000
15000
15000
15000
15000
10000
10000
15000
15000
15000
9500
15000
13500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
9000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
13500
15000
15000
15000
15000
15000
10500
15000
15000
15000
15000
15000
15000
15000
15000
11500
15000
15000
15000
15000
15000
15000
13500
15000
15000
15000
15000
15000
15000
15000
15000
11000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
9500
15000
15000
15000
15000
15000
15000
15000
15000
15000
12500
15000
15000
15000
15000
15000
15000
10000
8500
15000
15000
14500
8000
15000
15000
15000
15000
15000
15000
15000
19500
15000
15000
15000
15000
15000
15000
15000
15000
10500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
8500
15000
15000
15000
15000
15000
15000
15000
15000
10500
15000
15000
15000
11000
15000
15000
15000
8500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
30000
15000
15000
15000
8000
15000
15000
15000
15000
15000
18000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
10000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
12000
15000
15000
15000
15000
15000
15000
15000
15000
15000
11000
15000
15000
15000
15000
30000
15000
15000
15000
15000
10500
15000
15000
15000
15000
13500
15000
15000
15000
15000
10000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
8000
15000
15000
15000
15000
15000
15000
15000
15000
6000
15000
15000
15000
15000
30000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
13500
10500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
7000
15000
15000
10000
9500
15000
15000
15000
11500
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
10000
15000
15000
15000
10500
15000
15000
15000
15000
15000
15000
13000
9500
15000
15000
15000
15000
15000
14000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
12500
15000
15000
15000
15000
15000
15000
13000
15000
15000
13500
15000
15500
10000
15000
12000
15000
10000
15000
15000
15000
10000
10000
10000
10000
15000
15000
15000
9000
15000
15000
15000
15000
15000
10000
15000
15000
15000
15000
15000
15000
15000
15000
15000
15000
